款号,订货会,品牌,品名,流水号,颜色,尺码,大类,中类,小类,季节,波段,等级,色系,价格带,吊牌价,描述
5012112,1,OCT,一体成型文胸,1297,70蓝色,75D,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,75E,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,80B,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,80C,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,80D,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,80E,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,85B,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,85C,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,85D,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,85E,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,90B,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,90C,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012112,1,OCT,一体成型文胸,1297,70蓝色,90D,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,100-199,198,"主料：89.2%锦纶 10.8%氨纶
碗里：100%聚酯纤维"
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,75B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,75C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,75D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,75E,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,80B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,80C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,80D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,80E,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,85B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,85C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,85D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,85E,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,90B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,90C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012301,1,OCT,竹棉条纹无钢托,1298,17灰色,90D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,268,主料：65.2%粘纤 27.8%棉 7.0%氨纶 里布：100%棉 模杯：100%聚酯纤维（夹棉除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,75B,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,75C,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,75D,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,75E,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,80B,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,80C,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,80D,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,80E,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,85B,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,85C,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,85D,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,85E,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,90B,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,90C,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5012316,1,OCT,无钢托可哺乳文胸,1299,593裸粉,90D,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,298,主料：85.1%锦纶14.9%氨纶里料：100%棉模杯：100%聚酯纤维（泡沫塑料除外）
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,75B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,75C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,75D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,75E,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,80B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,80C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,80D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,80E,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,85B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,85C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,85D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,85E,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,90B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,90C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1300,10黑色,90D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,75B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,75C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,75D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,75E,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,80B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,80C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,80D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,80E,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,85B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,85C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,85D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,85E,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,90B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,90C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5013109,1,OCT,针织无钢托可哺乳文胸,1301,25杏色,90D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：81.5%锦纶 18.5%氨纶 里料：100%棉 模杯：63.3%聚酯纤维 36.7%棉(胶状物除外)
5101319,1,OCT,内裤三件包,1302,00无色,L,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,128,"主料：96%棉 4%氨纶
裆布：100%棉"
5101319,1,OCT,内裤三件包,1302,00无色,M,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,128,"主料：96%棉 4%氨纶
裆布：100%棉"
5101319,1,OCT,内裤三件包,1302,00无色,XL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,128,"主料：96%棉 4%氨纶
裆布：100%棉"
5101319,1,OCT,内裤三件包,1302,00无色,XXL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,128,"主料：96%棉 4%氨纶
裆布：100%棉"
5102102,1,OCT,中腰内裤,1303,25杏色,L,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,"主料：95.7%粘纤 4.3%氨纶
配料：88%锦纶 12%氨纶
裆布：100%棉"
5102102,1,OCT,中腰内裤,1303,25杏色,M,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,"主料：95.7%粘纤 4.3%氨纶
配料：88%锦纶 12%氨纶
裆布：100%棉"
5102102,1,OCT,中腰内裤,1303,25杏色,XL,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,"主料：95.7%粘纤 4.3%氨纶
配料：88%锦纶 12%氨纶
裆布：100%棉"
5102102,1,OCT,中腰内裤,1304,51粉红,L,家居,内衣系列,内裤,秋,秋一,主力款,红色系,0-99,98,"主料：95.7%粘纤 4.3%氨纶
配料：88%锦纶 12%氨纶
裆布：100%棉"
5102102,1,OCT,中腰内裤,1304,51粉红,M,家居,内衣系列,内裤,秋,秋一,主力款,红色系,0-99,98,"主料：95.7%粘纤 4.3%氨纶
配料：88%锦纶 12%氨纶
裆布：100%棉"
5102102,1,OCT,中腰内裤,1304,51粉红,XL,家居,内衣系列,内裤,秋,秋一,主力款,红色系,0-99,98,"主料：95.7%粘纤 4.3%氨纶
配料：88%锦纶 12%氨纶
裆布：100%棉"
5110310,1,OCT,莫代尔内裤,1305,51粉红,L,家居,内衣系列,内裤,秋,秋一,主力款,红色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1305,51粉红,M,家居,内衣系列,内裤,秋,秋一,主力款,红色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1305,51粉红,XL,家居,内衣系列,内裤,秋,秋一,主力款,红色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1305,51粉红,XXL,家居,内衣系列,内裤,秋,秋一,主力款,红色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1306,60黄色,L,家居,内衣系列,内裤,秋,秋一,主力款,黄色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1306,60黄色,M,家居,内衣系列,内裤,秋,秋一,主力款,黄色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1306,60黄色,XL,家居,内衣系列,内裤,秋,秋一,主力款,黄色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1306,60黄色,XXL,家居,内衣系列,内裤,秋,秋一,主力款,黄色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1307,70蓝色,L,家居,内衣系列,内裤,秋,秋一,主力款,蓝色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1307,70蓝色,M,家居,内衣系列,内裤,秋,秋一,主力款,蓝色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1307,70蓝色,XL,家居,内衣系列,内裤,秋,秋一,主力款,蓝色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5110310,1,OCT,莫代尔内裤,1307,70蓝色,XXL,家居,内衣系列,内裤,秋,秋一,主力款,蓝色系,0-99,88,"主料：47.9%莫代尔纤维 46.1%棉 6.3%氨纶
配料：100%棉 
花边：93%锦纶 7%氨纶（配料除外）"
5111315,1,OCT,侧缝前移中腰短裤,1308,17灰色,L,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,100-199,128,主料：73%棉 19%涤纶 8%氨纶裆布：100%棉
5111315,1,OCT,侧缝前移中腰短裤,1308,17灰色,M,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,100-199,128,主料：73%棉 19%涤纶 8%氨纶裆布：100%棉
5111315,1,OCT,侧缝前移中腰短裤,1308,17灰色,XL,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,100-199,128,主料：73%棉 19%涤纶 8%氨纶裆布：100%棉
5111316,1,OCT,中腰印兔子内裤,1309,25杏色,L,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶档布：100%棉
5111316,1,OCT,中腰印兔子内裤,1309,25杏色,M,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶档布：100%棉
5111316,1,OCT,中腰印兔子内裤,1309,25杏色,XL,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶档布：100%棉
5111316,1,OCT,中腰印兔子内裤,1310,30咖啡,L,家居,内衣系列,内裤,秋,秋一,主力款,咖色系,0-99,98,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶档布：100%棉
5111316,1,OCT,中腰印兔子内裤,1310,30咖啡,M,家居,内衣系列,内裤,秋,秋一,主力款,咖色系,0-99,98,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶档布：100%棉
5111316,1,OCT,中腰印兔子内裤,1310,30咖啡,XL,家居,内衣系列,内裤,秋,秋一,主力款,咖色系,0-99,98,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶档布：100%棉
5112301,1,OCT,竹棉条纹,1311,17灰色,L,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,0-99,98,主料：65.2%粘纤 27.8%棉 7.0%氨纶 裆布：100%棉
5112301,1,OCT,竹棉条纹,1311,17灰色,M,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,0-99,98,主料：65.2%粘纤 27.8%棉 7.0%氨纶 裆布：100%棉
5112301,1,OCT,竹棉条纹,1311,17灰色,XL,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,0-99,98,主料：65.2%粘纤 27.8%棉 7.0%氨纶 裆布：100%棉
5112301,1,OCT,竹棉条纹,1311,17灰色,XXL,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,0-99,98,主料：65.2%粘纤 27.8%棉 7.0%氨纶 裆布：100%棉
5112316,1,OCT,莫代尔蕾丝中腰内裤,1312,593裸粉,L,家居,内衣系列,内裤,秋,秋一,主力款,红色系,100-199,128,"主料：59%棉 34.1%再生纤维素纤维 6.9%氨纶
裆布：100%棉（花边除外）"
5112316,1,OCT,莫代尔蕾丝中腰内裤,1312,593裸粉,M,家居,内衣系列,内裤,秋,秋一,主力款,红色系,100-199,128,"主料：59%棉 34.1%再生纤维素纤维 6.9%氨纶
裆布：100%棉（花边除外）"
5112316,1,OCT,莫代尔蕾丝中腰内裤,1312,593裸粉,XL,家居,内衣系列,内裤,秋,秋一,主力款,红色系,100-199,128,"主料：59%棉 34.1%再生纤维素纤维 6.9%氨纶
裆布：100%棉（花边除外）"
5113112,1,OCT,中腰内裤三件包,1313,00无色,L,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,198,主料：91.9%棉 8.1%氨纶 裆布：100%棉
5113112,1,OCT,中腰内裤三件包,1313,00无色,M,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,198,主料：91.9%棉 8.1%氨纶 裆布：100%棉
5113112,1,OCT,中腰内裤三件包,1313,00无色,XL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,198,主料：91.9%棉 8.1%氨纶 裆布：100%棉
5119303,1,OCT,高腰内裤三件包,1314,00无色,L,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,108,100%棉（辅料除外）
5119303,1,OCT,高腰内裤三件包,1314,00无色,M,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,108,100%棉（辅料除外）
5119303,1,OCT,高腰内裤三件包,1314,00无色,XL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,108,100%棉（辅料除外）
5119303,1,OCT,高腰内裤三件包,1314,00无色,XXL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,108,100%棉（辅料除外）
5119308,1,OCT,可调节内裤二件包,1315,00无色,L,家居,内衣系列,内裤,秋,秋一,主力款,无色系,0-99,78,"主料：95%棉 5%氨纶
裆布：100%棉"
